source,price,total_area_m2,covered_area_m2,rooms,bedrooms,bathrooms,property_type,neighborhood,lat,lon,bedrooms_missing,bathrooms_missing,rooms_missing
B,788000.0,56.0,56.0,3.0,2.0,1.0,departamento,caballito,-34.608755,-58.416295,0,0,0
B,1267000.0,95.0,95.0,4.0,3.0,2.0,departamento,villa urquiza,-34.564799,-58.495932,0,0,0
B,386000.0,33.0,33.0,1.0,1.0,1.0,departamento,san telmo,-34.642853,-58.379172,0,0,0
B,498000.0,46.0,46.0,2.0,1.0,1.0,departamento,boedo,-34.645064,-58.400739,0,0,0
B,922000.0,34.0,34.0,2.0,1.0,1.0,departamento,belgrano,-34.569003,-58.434348,0,0,0
B,812000.0,46.0,46.0,2.0,1.0,1.0,departamento,nunez,-34.539893,-58.458269,0,0,0
B,651000.0,44.0,44.0,2.0,1.0,1.0,departamento,almagro,-34.608562,-58.440454,0,0,0
B,715000.0,44.0,44.0,2.0,1.0,1.0,departamento,colegiales,-34.564443,-58.453377,0,0,0
B,896000.0,173.0,60.0,3.0,2.0,2.0,casa,flores,-34.628151,-58.47079,0,0,0
B,482000.0,27.0,27.0,1.0,1.0,1.0,departamento,recoleta,-34.586732,-58.394633,0,0,0
B,922000.0,34.0,34.0,2.0,1.0,1.0,departamento,belgrano,-34.569003,-58.434348,0,0,0
B,730000.0,62.0,62.0,3.0,2.0,1.0,departamento,colegiales,-34.575919,-58.456608,0,0,0
B,786000.0,51.0,51.0,3.0,2.0,1.0,departamento,boedo,-34.642735,-58.414664,0,0,0
B,1544000.0,199.0,96.0,3.0,2.0,1.0,casa,boedo,-34.616605,-58.431819,0,0,0
B,601000.0,50.0,50.0,2.0,1.0,1.0,departamento,caballito,-34.641632,-58.417662,0,0,0
B,529000.0,31.0,31.0,2.0,1.0,1.0,departamento,belgrano,-34.561454,-58.463492,0,0,0
B,1016000.0,91.0,91.0,5.0,4.0,3.0,departamento,caballito,-34.609891,-58.435289,0,0,0
B,928000.0,48.0,48.0,3.0,2.0,2.0,departamento,belgrano,-34.560511,-58.480104,0,0,0
B,587000.0,45.0,45.0,2.0,1.0,1.0,ph,nunez,-34.548448,-58.465275,0,0,0
B,1199000.0,178.0,72.0,3.0,2.0,1.0,casa,caballito,-34.606846,-58.44061,0,0,0
B,578000.0,61.0,61.0,3.0,2.0,2.0,departamento,almagro,-34.606826,-58.420252,0,0,0
B,1218000.0,68.0,68.0,4.0,3.0,2.0,departamento,caballito,-34.612474,-58.429384,0,0,0
B,543000.0,43.0,43.0,2.0,1.0,1.0,departamento,villa urquiza,-34.585986,-58.49549,0,0,0
B,835000.0,48.0,48.0,3.0,2.0,2.0,departamento,villa crespo,-34.589042,-58.447687,0,0,0
B,263000.0,28.0,28.0,1.0,1.0,1.0,departamento,almagro,-34.616743,-58.437147,0,0,0
B,752000.0,41.0,41.0,2.0,1.0,1.0,departamento,villa crespo,-34.59536,-58.412833,0,0,0
B,936000.0,92.0,83.0,3.0,2.0,2.0,ph,san telmo,-34.622481,-58.361588,0,0,0
B,849000.0,41.0,41.0,1.0,1.0,1.0,departamento,colegiales,-34.570337,-58.442951,0,0,0
B,611000.0,44.0,44.0,1.0,1.0,1.0,departamento,belgrano,-34.568979,-58.48077,0,0,0
B,550000.0,43.0,43.0,2.0,1.0,1.0,departamento,flores,-34.636029,-58.469096,0,0,0
B,1795000.0,106.0,106.0,6.0,5.0,4.0,departamento,flores,-34.605674,-58.458366,0,0,0
B,1962000.0,134.0,134.0,2.0,5.0,4.0,departamento,flores,-34.62816,-58.471198,0,0,1
B,490000.0,36.0,36.0,3.0,2.0,1.0,departamento,caballito,-34.63092,-58.454093,0,1,0
B,914000.0,52.0,52.0,2.0,1.0,1.0,departamento,nunez,-34.548882,-58.462829,0,0,0
B,769000.0,44.0,44.0,2.0,1.0,1.0,departamento,belgrano,-34.559647,-58.446743,0,0,0
B,348000.0,37.0,37.0,1.0,1.0,1.0,departamento,san telmo,-34.604696,-58.358021,0,0,0
B,2260000.0,209.0,97.0,3.0,2.0,2.0,casa,nunez,-34.557842,-58.463953,0,0,0
B,832000.0,65.0,65.0,2.0,1.0,1.0,departamento,belgrano,-34.545783,-58.463521,0,0,0
B,722000.0,43.0,43.0,2.0,1.0,1.0,departamento,colegiales,-34.584397,-58.439119,0,0,0
B,454000.0,45.0,45.0,2.0,1.0,1.0,departamento,boedo,-34.632844,-58.394138,0,0,0
B,448000.0,27.0,27.0,1.0,1.0,1.0,departamento,villa crespo,-34.595048,-58.446499,0,0,0
B,415000.0,35.0,35.0,2.0,1.0,1.0,departamento,flores,-34.636646,-58.468658,0,0,0
B,538000.0,57.0,57.0,2.0,1.0,1.0,ph,almagro,-34.620328,-58.433043,0,0,0
B,1180000.0,52.0,52.0,3.0,2.0,2.0,departamento,belgrano,-34.571124,-58.475251,0,0,0
B,1120000.0,53.0,53.0,3.0,2.0,1.0,departamento,recoleta,-34.581,-58.392612,0,1,0
B,384000.0,26.0,26.0,1.0,1.0,1.0,departamento,colegiales,-34.563097,-58.439447,0,0,0
B,882000.0,64.0,64.0,3.0,2.0,1.0,departamento,almagro,-34.612463,-58.434078,0,0,0
B,1506000.0,135.0,76.0,3.0,2.0,1.0,casa,colegiales,-34.557564,-58.430957,0,0,0
B,525000.0,47.0,47.0,2.0,1.0,1.0,departamento,almagro,-34.606498,-58.431455,0,0,0
B,650000.0,43.0,43.0,1.0,1.0,1.0,departamento,colegiales,-34.56859,-58.447484,0,0,0
B,670000.0,49.0,49.0,3.0,2.0,1.0,departamento,almagro,-34.615241,-58.420794,0,0,0
B,916000.0,43.0,43.0,1.0,1.0,1.0,departamento,palermo,-34.570466,-58.429949,0,0,0
B,868000.0,48.0,48.0,2.0,1.0,1.0,departamento,nunez,-34.532164,-58.462616,0,0,0
B,1032000.0,47.0,47.0,2.0,1.0,1.0,departamento,palermo,-34.545144,-58.425186,0,0,0
B,1527000.0,119.0,119.0,5.0,4.0,3.0,departamento,villa urquiza,-34.590415,-58.479928,0,0,0
B,1081000.0,58.0,58.0,2.0,1.0,1.0,departamento,belgrano,-34.550843,-58.449946,0,0,0
B,692000.0,37.0,37.0,2.0,1.0,1.0,departamento,belgrano,-34.560039,-58.453236,0,0,0
B,346000.0,30.0,30.0,1.0,1.0,1.0,departamento,palermo,-34.561933,-58.446185,0,0,0
B,1307000.0,90.0,90.0,5.0,4.0,3.0,departamento,flores,-34.618591,-58.458622,0,0,0
B,2218000.0,326.0,326.0,4.0,3.0,2.0,casa,villa urquiza,-34.572504,-58.481624,0,0,0
B,1002000.0,88.0,88.0,5.0,1.0,3.0,departamento,flores,-34.637012,-58.453254,1,0,0
B,1492000.0,80.0,80.0,3.0,2.0,1.0,departamento,villa crespo,-34.593071,-58.4325,0,0,0
B,1798000.0,98.0,98.0,5.0,4.0,3.0,departamento,caballito,-34.627288,-58.429109,0,0,0
B,3418000.0,513.0,183.0,7.0,6.0,4.0,casa,villa urquiza,-34.584331,-58.51075,0,0,0
B,877000.0,51.0,51.0,2.0,1.0,1.0,departamento,almagro,-34.628568,-58.410007,0,0,0
B,1132000.0,55.0,55.0,3.0,2.0,1.0,departamento,colegiales,-34.561007,-58.457069,0,0,0
B,740000.0,43.0,43.0,2.0,1.0,1.0,departamento,villa urquiza,-34.589322,-58.500141,0,0,0
B,1890000.0,78.0,78.0,4.0,3.0,2.0,departamento,palermo,-34.593498,-58.427968,0,0,0
B,1140000.0,65.0,60.0,3.0,2.0,1.0,ph,nunez,-34.546681,-58.452337,0,0,0
B,479000.0,34.0,34.0,1.0,1.0,1.0,departamento,caballito,-34.648914,-58.44599,0,0,0
B,1334000.0,69.0,69.0,3.0,2.0,2.0,departamento,belgrano,-34.557206,-58.453527,0,0,0
B,438000.0,40.0,40.0,2.0,1.0,1.0,departamento,almagro,-34.598386,-58.408075,1,0,0
B,1540000.0,105.0,105.0,5.0,4.0,3.0,departamento,boedo,-34.640926,-58.417214,0,0,0
B,235000.0,23.0,23.0,1.0,1.0,1.0,departamento,caballito,-34.621843,-58.445831,0,0,0
B,527000.0,43.0,43.0,2.0,1.0,1.0,ph,flores,-34.638691,-58.487971,0,0,0
B,474000.0,25.0,25.0,1.0,1.0,1.0,departamento,colegiales,-34.57581,-58.448393,0,0,0
B,761000.0,58.0,58.0,2.0,1.0,1.0,departamento,almagro,-34.588673,-58.399947,0,0,0
B,590000.0,54.0,54.0,3.0,2.0,2.0,departamento,san telmo,-34.607734,-58.40172,0,0,0
B,408000.0,28.0,28.0,2.0,1.0,1.0,departamento,flores,-34.618962,-58.479241,0,0,0
B,564000.0,24.0,24.0,2.0,1.0,1.0,departamento,recoleta,-34.586906,-58.401743,0,1,0
B,730000.0,49.0,49.0,2.0,1.0,1.0,departamento,belgrano,-34.551526,-58.471606,0,0,0
B,808000.0,59.0,59.0,3.0,2.0,1.0,departamento,colegiales,-34.571102,-58.459901,0,1,0
B,2660000.0,131.0,131.0,5.0,4.0,2.0,departamento,caballito,-34.606807,-58.452771,0,0,0
B,1470000.0,98.0,98.0,5.0,4.0,3.0,departamento,colegiales,-34.572152,-58.435511,0,0,0
B,697000.0,34.0,34.0,1.0,1.0,1.0,departamento,belgrano,-34.566754,-58.445629,0,0,0
B,1283000.0,73.0,73.0,4.0,3.0,2.0,departamento,nunez,-34.5339,-58.487185,0,0,0
B,990000.0,61.801903990277495,55.488150698804944,4.0,3.0,2.0,departamento,boedo,-34.642211,-58.419984,0,0,0
B,1827000.0,186.0,186.0,8.0,7.0,4.0,departamento,san telmo,-34.63736,-58.363508,0,0,0
B,2448000.0,147.0,141.0,6.0,5.0,4.0,ph,colegiales,-34.572108,-58.455401,0,0,0
B,494000.0,42.0,35.0,2.0,1.0,1.0,ph,palermo,-34.554519,-58.426816,0,0,0
B,1050000.0,62.0,62.0,3.0,2.0,1.0,departamento,recoleta,-34.561172,-58.407846,0,0,0
B,438000.0,36.0,36.0,2.0,1.0,1.0,departamento,almagro,-34.613937,-58.420571,0,0,0
B,1523000.0,122.0,122.0,6.0,5.0,4.0,departamento,boedo,-34.644644,-58.425849,0,0,0
B,466000.0,52.0,52.0,3.0,2.0,1.0,departamento,almagro,-34.610816,-58.406628,0,0,0
B,243000.0,26.0,26.0,2.0,1.0,1.0,departamento,nunez,-34.528556,-58.483066,0,0,0
B,706000.0,49.0,49.0,2.0,1.0,1.0,ph,caballito,-34.629195,-58.435164,0,0,0
B,400000.0,26.0,26.0,3.0,2.0,1.0,departamento,nunez,-34.533457,-58.46465,0,0,0
B,576000.0,47.0,47.0,2.0,1.0,1.0,departamento,villa crespo,-34.584504,-58.464948,0,0,0
B,716000.0,103.0,63.0,2.0,1.0,1.0,ph,villa crespo,-34.574984,-58.422187,0,0,0
B,285000.0,26.0,26.0,2.0,1.0,1.0,departamento,almagro,-34.612251,-58.432203,0,0,1
B,1951000.0,78.0,78.0,4.0,3.0,2.0,departamento,belgrano,-34.570799,-58.454526,0,0,0
B,563000.0,69.0,56.0,2.0,1.0,1.0,ph,villa crespo,-34.614582,-58.433362,0,0,0
B,273000.0,31.0,31.0,2.0,1.0,1.0,departamento,flores,-34.650735,-58.46592,0,0,0
B,1450000.0,99.0,99.0,4.0,3.0,3.0,departamento,colegiales,-34.584026,-58.466094,0,0,0
B,1497000.0,103.0,103.0,2.0,3.0,2.0,ph,san telmo,-34.615244,-58.378863,0,0,1
B,1085000.0,70.0,70.0,2.0,1.0,1.0,departamento,flores,-34.637973,-58.447734,0,0,0
B,495000.0,39.0,39.0,2.0,1.0,1.0,departamento,almagro,-34.594929,-58.408828,0,0,0
B,265000.0,20.0,20.0,1.0,1.0,1.0,departamento,boedo,-34.64213,-58.413493,0,0,0
B,478000.0,31.0,31.0,1.0,1.0,1.0,departamento,caballito,-34.650093,-58.446555,0,0,0
B,894000.0,88.0,54.0,2.0,1.0,1.0,ph,colegiales,-34.580018,-58.460852,0,0,0
B,857000.0,48.0,48.0,2.0,1.0,1.0,departamento,belgrano,-34.571458,-58.479612,0,0,0
B,650000.0,24.0,24.0,1.0,1.0,1.0,departamento,recoleta,-34.588271,-58.388701,0,0,0
B,1540000.0,105.0,105.0,5.0,4.0,3.0,departamento,boedo,-34.640926,-58.417214,0,0,0
B,756000.0,61.0,61.0,3.0,2.0,1.0,departamento,recoleta,-34.58887,-58.396878,0,0,0
B,263000.0,20.0,20.0,1.0,1.0,1.0,departamento,villa crespo,-34.628035,-58.441855,0,0,0
B,881000.0,50.0,50.0,2.0,1.0,1.0,ph,villa crespo,-34.613711,-58.437819,0,0,0
B,3599000.0,169.0,169.0,7.0,6.0,5.0,casa,caballito,-34.630354,-58.419916,0,0,0
B,1921000.0,140.0,125.0,4.0,3.0,2.0,ph,recoleta,-34.599529,-58.393165,0,0,0
B,443000.0,43.0,43.0,1.0,1.0,1.0,departamento,san telmo,-34.621074,-58.391313,0,0,0
B,748000.0,32.0,32.0,1.0,1.0,1.0,departamento,recoleta,-34.585255,-58.407091,0,0,0
B,1077000.0,52.0,52.0,3.0,2.0,1.0,departamento,palermo,-34.601961,-58.437676,0,0,0
B,602000.0,37.0,37.0,1.0,1.0,1.0,departamento,villa crespo,-34.602455,-58.437794,0,0,0
B,386000.0,35.0,35.0,2.0,1.0,1.0,departamento,villa crespo,-34.62508,-58.429279,0,0,0
B,326000.0,25.0,25.0,1.0,1.0,1.0,departamento,caballito,-34.590349,-58.429073,0,0,0
B,1565000.0,89.0,89.0,4.0,3.0,2.0,departamento,palermo,-34.575939,-58.435646,0,0,0
B,1699000.0,72.0,72.0,3.0,2.0,2.0,departamento,recoleta,-34.617185,-58.388641,0,0,0
B,362000.0,32.0,32.0,2.0,1.0,1.0,departamento,villa crespo,-34.580638,-58.420772,0,0,1
B,663000.0,37.0,35.0,2.0,1.0,1.0,ph,caballito,-34.627511,-58.439264,0,0,0
B,796000.0,33.0,33.0,1.0,1.0,1.0,departamento,belgrano,-34.556201,-58.450345,0,0,0
B,576000.0,44.0,44.0,2.0,1.0,1.0,departamento,caballito,-34.610091,-58.430879,0,0,0
B,721000.0,35.0,35.0,1.0,1.0,1.0,departamento,nunez,-34.553305,-58.457493,0,0,0
B,1488000.0,88.0,73.0,2.0,1.0,1.0,ph,colegiales,-34.590245,-58.442501,0,0,0
B,711000.0,52.0,52.0,1.0,1.0,1.0,departamento,almagro,-34.594761,-58.434499,0,0,0
B,2733000.0,102.0,102.0,4.0,3.0,2.0,casa,villa crespo,-34.614908,-58.436839,0,0,0
B,1396000.0,76.0,46.0,2.0,1.0,1.0,ph,villa crespo,-34.589662,-58.428655,0,0,0
B,1757000.0,111.0,111.0,5.0,4.0,1.0,departamento,villa urquiza,-34.586445,-58.491209,0,1,0
B,801000.0,49.0,49.0,2.0,1.0,1.0,departamento,colegiales,-34.591548,-58.461815,0,0,0
B,763000.0,63.0,63.0,3.0,2.0,1.0,departamento,nunez,-34.547306,-58.464283,0,0,0
B,293000.0,25.0,25.0,1.0,1.0,1.0,departamento,colegiales,-34.571497,-58.45056,0,0,0
B,825000.0,56.0,56.0,4.0,3.0,3.0,departamento,caballito,-34.60877,-58.442057,0,0,0
B,891000.0,55.0,55.0,2.0,2.0,1.0,departamento,villa urquiza,-34.592884,-58.486024,0,0,1
B,1206000.0,69.0,54.0,2.0,1.0,1.0,ph,nunez,-34.576772,-58.456046,0,0,0
B,759000.0,57.0,48.0,2.0,1.0,1.0,ph,belgrano,-34.577064,-58.474121,0,0,0
B,661000.0,37.0,37.0,1.0,1.0,1.0,departamento,nunez,-34.554194,-58.476779,0,0,0
B,821000.0,53.0,53.0,2.0,1.0,1.0,departamento,caballito,-34.639909,-58.438942,0,0,1
B,1203000.0,81.0,81.0,4.0,3.0,2.0,departamento,caballito,-34.609327,-58.437193,0,0,0
B,665000.0,46.0,46.0,2.0,1.0,1.0,departamento,palermo,-34.577546,-58.431788,0,0,0
B,1507000.0,79.0,79.0,4.0,3.0,2.0,departamento,caballito,-34.628781,-58.429582,0,0,0
B,1007000.0,87.0,87.0,4.0,3.0,2.0,departamento,flores,-34.576414,-58.477837,0,0,0
B,1022000.0,70.0,70.0,3.0,2.0,2.0,ph,boedo,-34.626955,-58.407415,0,0,0
B,540000.0,24.0,24.0,1.0,1.0,1.0,departamento,belgrano,-34.56133,-58.454629,0,0,0
B,561000.0,45.0,45.0,2.0,1.0,1.0,departamento,villa urquiza,-34.582844,-58.474319,0,1,0
B,1185000.0,69.0,69.0,3.0,2.0,1.0,departamento,palermo,-34.569197,-58.408981,0,0,0
B,701000.0,38.0,38.0,2.0,1.0,1.0,departamento,nunez,-34.557434,-58.452719,0,0,0
B,411000.0,31.0,31.0,2.0,1.0,1.0,departamento,villa crespo,-34.604146,-58.447304,0,0,0
B,797000.0,40.0,40.0,2.0,1.0,1.0,departamento,villa crespo,-34.606135,-58.439051,0,0,0
B,908000.0,66.0,66.0,3.0,1.0,2.0,departamento,flores,-34.622848,-58.450069,1,0,0
B,742000.0,48.0,48.0,2.0,1.0,1.0,departamento,villa urquiza,-34.57607,-58.498246,0,0,0
B,809000.0,99.0,87.0,4.0,3.0,2.0,ph,flores,-34.643483,-58.476575,0,0,0
B,532000.0,41.0,35.0,2.0,1.0,1.0,ph,nunez,-34.5383,-58.451912,0,0,0
B,1127000.0,93.0,93.0,4.0,3.0,2.0,departamento,san telmo,-34.616501,-58.359783,0,0,0
B,564000.0,68.0,58.0,2.0,1.0,1.0,ph,villa urquiza,-34.590712,-58.471599,0,0,0
B,1229000.0,50.0,50.0,2.0,1.0,1.0,departamento,palermo,-34.567049,-58.409198,0,0,0
B,994000.0,165.0,100.0,5.0,4.0,2.0,casa,flores,-34.615574,-58.459851,0,0,0
B,497000.0,48.0,48.0,2.0,1.0,1.0,departamento,flores,-34.645866,-58.475194,0,0,0
B,661000.0,77.0,77.0,2.0,2.0,1.0,ph,recoleta,-34.575095,-58.389577,0,0,1
B,940000.0,49.0,46.0,2.0,1.0,1.0,ph,palermo,-34.579951,-58.437419,0,0,0
B,1259000.0,64.0,64.0,3.0,2.0,1.0,departamento,recoleta,-34.596214,-58.398463,0,0,0
B,1243000.0,73.0,73.0,4.0,3.0,2.0,departamento,villa crespo,-34.586427,-58.425188,0,0,0
B,1047000.0,169.0,70.0,3.0,2.0,1.0,casa,flores,-34.629126,-58.469995,0,0,0
B,822000.0,48.0,48.0,3.0,2.0,2.0,departamento,caballito,-34.617152,-58.437583,0,0,0
B,470000.0,20.0,20.0,1.0,1.0,1.0,departamento,nunez,-34.553387,-58.466974,0,1,0
B,1009000.0,48.0,48.0,2.0,1.0,1.0,departamento,belgrano,-34.53655,-58.458063,0,0,0
B,1662000.0,99.0,99.0,5.0,4.0,3.0,departamento,recoleta,-34.581534,-58.393187,0,0,0
B,1061000.0,65.0,65.0,3.0,2.0,1.0,departamento,caballito,-34.624612,-58.44135,0,0,0
B,862000.0,46.0,46.0,2.0,1.0,1.0,departamento,nunez,-34.546173,-58.476564,0,0,0
B,380000.0,22.0,22.0,1.0,1.0,1.0,departamento,belgrano,-34.544481,-58.447048,0,0,0
B,2200000.0,81.0,81.0,3.0,2.0,1.0,departamento,recoleta,-34.588173,-58.388445,0,0,0
B,933000.0,67.0,67.0,3.0,2.0,2.0,casa,flores,-34.632104,-58.447634,0,0,0
B,434000.0,41.0,41.0,2.0,1.0,1.0,departamento,san telmo,-34.619274,-58.377509,0,0,0
B,803000.0,57.0,57.0,3.0,1.0,1.0,departamento,belgrano,-34.564301,-58.465105,1,0,0
B,1113000.0,74.0,74.0,4.0,3.0,2.0,departamento,boedo,-34.631268,-58.417224,0,0,0
B,630000.0,34.0,34.0,2.0,1.0,1.0,departamento,colegiales,-34.571678,-58.461616,0,0,0
B,1642000.0,131.0,131.0,6.0,5.0,4.0,departamento,almagro,-34.631359,-58.44311,0,0,0
B,273000.0,25.0,25.0,1.0,1.0,1.0,departamento,boedo,-34.625223,-58.420424,0,0,0
B,583000.0,45.0,45.0,2.0,1.0,1.0,departamento,flores,-34.636937,-58.467965,0,0,0
B,421000.0,21.0,21.0,1.0,1.0,1.0,departamento,colegiales,-34.59837,-58.444002,0,0,0
B,364000.0,30.0,30.0,2.0,1.0,1.0,departamento,villa crespo,-34.61544,-58.439465,0,0,0
B,948000.0,80.0,62.0,3.0,2.0,1.0,ph,belgrano,-34.561715,-58.462142,0,0,0
B,1392000.0,43.0,43.0,2.0,1.0,1.0,departamento,palermo,-34.573253,-58.427645,0,0,0
B,517000.0,44.0,44.0,2.0,1.0,1.0,departamento,flores,-34.642531,-58.47319,0,0,0
B,1455000.0,97.0,97.0,5.0,4.0,3.0,departamento,villa urquiza,-34.579205,-58.499837,0,0,0
B,711000.0,45.0,45.0,2.0,1.0,1.0,departamento,belgrano,-34.572026,-58.45417,0,0,1
B,660000.0,29.0,29.0,1.0,1.0,1.0,departamento,nunez,-34.56308,-58.471818,0,0,0
B,551000.0,33.0,33.0,2.0,1.0,1.0,departamento,villa urquiza,-34.577929,-58.497221,0,0,0
B,2242000.0,123.0,113.0,5.0,4.0,3.0,ph,villa crespo,-34.6201,-58.453577,0,0,0
B,2676000.0,242.0,242.0,3.0,2.0,1.0,casa,san telmo,-34.631602,-58.367253,0,0,0
B,1340000.0,361.0,60.0,3.0,2.0,2.0,casa,villa urquiza,-34.576402,-58.476323,0,0,0
B,1373000.0,197.0,60.0,3.0,2.0,2.0,casa,nunez,-34.548038,-58.464929,0,0,0
B,947000.0,98.0,98.0,3.0,2.0,1.0,departamento,san telmo,-34.635591,-58.375942,0,0,0
B,2049000.0,85.0,85.0,4.0,3.0,2.0,departamento,colegiales,-34.557888,-58.427835,0,0,0
B,2623000.0,89.0,89.0,5.0,4.0,3.0,departamento,nunez,-34.559275,-58.473493,0,0,0
B,405000.0,29.0,29.0,1.0,1.0,1.0,departamento,san telmo,-34.623172,-58.389381,0,1,0
B,1363000.0,104.0,104.0,5.0,4.0,3.0,departamento,boedo,-34.632328,-58.399822,0,0,0
B,675000.0,36.0,36.0,2.0,1.0,1.0,departamento,belgrano,-34.540486,-58.470808,0,0,0
B,564000.0,35.0,35.0,2.0,1.0,1.0,ph,colegiales,-34.588823,-58.449228,0,0,0
B,493000.0,37.0,37.0,2.0,1.0,1.0,departamento,villa urquiza,-34.583909,-58.477887,0,0,0
B,750000.0,35.0,35.0,2.0,1.0,1.0,departamento,recoleta,-34.601339,-58.408762,1,0,0
B,965000.0,176.0,60.0,3.0,2.0,1.0,casa,villa crespo,-34.595788,-58.436848,0,0,0
B,366000.0,29.0,29.0,1.0,1.0,1.0,departamento,caballito,-34.622405,-58.432958,0,0,0
B,295000.0,24.0,24.0,2.0,1.0,1.0,departamento,palermo,-34.562638,-58.435639,0,0,0
B,903000.0,81.0,81.0,3.0,2.0,1.0,departamento,colegiales,-34.58066,-58.460336,0,1,0
B,1066000.0,71.0,71.0,3.0,2.0,1.0,departamento,caballito,-34.61532,-58.433478,0,0,0
B,1019000.0,70.0,70.0,3.0,2.0,1.0,departamento,san telmo,-34.626087,-58.361663,0,0,0
B,340000.0,24.0,24.0,1.0,1.0,1.0,departamento,villa urquiza,-34.564894,-58.489518,0,0,0
B,626000.0,46.0,46.0,2.0,1.0,1.0,departamento,villa crespo,-34.604104,-58.418099,0,0,0
B,970000.0,51.0,51.0,2.0,1.0,1.0,departamento,palermo,-34.577119,-58.429536,1,0,1
B,504000.0,49.0,49.0,3.0,2.0,1.0,departamento,boedo,-34.610352,-58.391851,0,0,0
B,1117000.0,65.0,65.0,3.0,2.0,1.0,departamento,caballito,-34.612883,-58.443714,0,0,0
B,1655000.0,84.0,84.0,5.0,4.0,3.0,departamento,nunez,-34.54841,-58.456669,0,0,0
B,1997000.0,131.0,131.0,7.0,6.0,4.0,departamento,palermo,-34.594179,-58.421196,0,0,0
B,1013000.0,77.0,77.0,3.0,2.0,1.0,departamento,villa urquiza,-34.589643,-58.483084,0,0,0
B,1440000.0,207.0,103.0,3.0,2.0,1.0,casa,caballito,-34.647561,-58.443068,0,0,0
B,495000.0,29.0,29.0,1.0,1.0,1.0,departamento,belgrano,-34.568752,-58.451743,0,1,0
B,723000.0,36.0,36.0,2.0,1.0,1.0,departamento,belgrano,-34.556982,-58.446901,0,0,0
B,1505000.0,72.0,72.0,4.0,3.0,2.0,departamento,recoleta,-34.578287,-58.404291,0,0,0
B,1123000.0,85.0,85.0,4.0,3.0,2.0,departamento,colegiales,-34.552483,-58.445075,0,0,0
B,697000.0,34.0,34.0,1.0,1.0,1.0,departamento,belgrano,-34.566754,-58.445629,0,0,0
B,800000.0,35.0,35.0,2.0,1.0,1.0,departamento,recoleta,-34.576257,-58.426353,0,0,0
B,1123000.0,70.0,63.0,3.0,2.0,2.0,ph,san telmo,-34.623165,-58.389312,0,0,0
B,2675000.0,109.0,103.0,4.0,3.0,2.0,ph,recoleta,-34.597211,-58.401512,0,0,0
B,705000.0,51.0,51.0,2.0,1.0,1.0,departamento,caballito,-34.607705,-58.439668,0,0,0
B,564000.0,24.0,24.0,2.0,1.0,1.0,departamento,recoleta,-34.586906,-58.401743,0,0,0
B,2400000.0,181.0,100.0,3.0,2.0,1.0,casa,palermo,-34.570255,-58.429703,0,0,0
B,774000.0,40.0,40.0,2.0,1.0,1.0,departamento,almagro,-34.603262,-58.413246,0,0,0
B,420000.0,59.0,59.0,3.0,2.0,2.0,departamento,flores,-34.62609,-58.451837,0,0,0
B,1135000.0,72.0,72.0,3.0,2.0,2.0,departamento,villa urquiza,-34.573306,-58.490187,0,0,0
B,893000.0,69.0,61.0,2.0,1.0,1.0,ph,belgrano,-34.563708,-58.46125,0,0,0
B,833000.0,58.0,58.0,3.0,2.0,2.0,departamento,boedo,-34.621971,-58.403711,0,0,0
B,593000.0,47.0,47.0,2.0,1.0,1.0,departamento,caballito,-34.626989,-58.434481,0,0,0
B,671000.0,54.0,54.0,3.0,2.0,1.0,departamento,flores,-34.63264,-58.460168,0,0,0
B,541000.0,53.0,53.0,2.0,1.0,1.0,ph,flores,-34.619632,-58.460319,0,0,0
B,310000.0,20.0,20.0,2.0,1.0,1.0,departamento,colegiales,-34.579058,-58.434223,0,0,0
B,485000.0,43.0,43.0,1.0,1.0,1.0,departamento,recoleta,-34.591374,-58.388048,0,0,0
B,1681000.0,138.0,138.0,7.0,6.0,4.0,departamento,flores,-34.63778,-58.473434,0,0,0
B,1054000.0,85.0,72.0,3.0,2.0,1.0,ph,villa urquiza,-34.561843,-58.480947,0,0,0
B,611000.0,44.0,44.0,2.0,1.0,1.0,departamento,flores,-34.621568,-58.471616,0,0,0
B,903000.0,115.0,115.0,3.0,2.0,1.0,ph,flores,-34.624417,-58.471424,0,0,0
B,1561000.0,359.0,60.0,3.0,1.0,2.0,casa,palermo,-34.573843,-58.428303,1,0,0
B,376000.0,31.0,31.0,1.0,1.0,1.0,departamento,san telmo,-34.633094,-58.385405,0,0,0
B,499000.0,30.0,30.0,2.0,1.0,1.0,departamento,villa crespo,-34.564849,-58.424801,0,0,1
B,203000.0,20.0,20.0,1.0,1.0,1.0,departamento,nunez,-34.553438,-58.452343,0,0,0
B,479000.0,34.0,34.0,1.0,1.0,1.0,departamento,almagro,-34.613978,-58.419036,0,0,0
B,482000.0,30.0,30.0,2.0,1.0,1.0,departamento,colegiales,-34.584523,-58.446323,0,0,0
B,402000.0,28.0,28.0,2.0,1.0,1.0,departamento,villa urquiza,-34.574779,-58.460554,0,0,0
B,703000.0,34.0,34.0,1.0,1.0,1.0,departamento,recoleta,-34.586299,-58.408613,0,0,0
B,1039000.0,58.0,58.0,4.0,3.0,2.0,departamento,caballito,-34.629471,-58.448064,0,0,0
B,583000.0,43.0,43.0,2.0,1.0,1.0,departamento,belgrano,-34.558567,-58.460073,1,0,0
